      30, 0,0,0,0,   -3,   -9,    2,   -3
      46, 0,0,0,0,   -4,   -2,    1,    0
      61, 0,0,0,0,   -3,    0,   -3,    1
      76, 0,0,0,0,   -4,   -9,    0,   -2
      91, 0,0,0,0,   -3,   -2,    1,   -2
     107, 0,0,0,0,   -3,   -9,   -3,    1
     123, 0,0,0,0,   -4,   -8,    2,    2
     138, 0,0,0,0,   -3,   -9,    2,    1
     153, 0,0,0,0,   -5,   -2,    2,   -3
     168, 0,0,0,0,   -4,    1,   -2,    2
     184, 0,0,0,0,   -4,    0,   -4,    2
     199, 0,0,0,0,   -3,    0,   -3,    1
     215, 0,0,0,0,   -4,  -10,   -4,    3
     230, 0,0,0,0,   -3,   -9,   -3,    1
     245, 0,0,0,0,   -4,   -9,   -1,    2
     261, 0,0,0,0,   -4,   -1,    2,    0
     276, 0,0,0,0,   -4,  -10,   -4,    3
     292, 0,0,0,0,   -4,   -2,    1,    1
     307, 0,0,0,0,   -4,   -9,   -3,    1
     322, 0,0,0,0,   -4,   -9,    1,   -2
     338, 0,0,0,0,   -4,    0,    0,    2
     354, 0,0,0,0,   -4,   -9,   -2,    1
     370, 0,0,0,0,   -4,   -1,    1,    2
     386, 0,0,0,0,   -4,    0,   -3,    2
     402, 0,0,0,0,   -4,   -1,    3,    0
     417, 0,0,0,0,   -4,   -9,   -1,    2
     433, 0,0,0,0,   -4,   -5,    1,   -2
     449, 0,0,0,0,   -4,   -1,    1,    1
     464, 0,0,0,0,   -4,   -9,   -4,    1
     480, 0,0,0,0,   -4,   -8,    2,   -3
     496, 0,0,0,0,   -3,   -4,    3,   -3
     513, 0,0,0,0,   -5,   -3,    2,   -2
     527, 0,0,0,0,   -4,   -9,    0,   -2
     543, 0,0,0,0,   -4,   -9,   -3,    2
     559, 0,0,0,0,   -3,    1,   -1,    1
     574, 0,0,0,0,   -5,   -2,    2,   -3
     590, 0,0,0,0,   -4,   -2,   -3,   -3
     606, 0,0,0,0,   -3,    0,    3,    1
     622, 0,0,0,0,   -3,   -3,    2,   -3
     638, 0,0,0,0,   -4,    0,   -3,    2
     652, 0,0,0,0,   -3,   -3,    2,   -3
     667, 0,0,0,0,   -4,    0,    0,   -3
     683, 0,0,0,0,   -4,    0,    3,    0
     707, 0,0,0,0,   -4,   -1,    0,   -2
     730, 0,0,0,0,   -4,    0,    1,    1
     746, 0,0,0,0,   -4,    0,   -2,    2
     762, 0,0,0,0,   -4,  -10,    2,    2
     777, 0,0,0,0,   -4,    0,    2,    1
     793, 0,0,0,0,   -4,   -1,    1,    1
     809, 0,0,0,0,   -3,   -9,    2,    1
     824, 0,0,0,0,   -4,   -9,   -1,    2
     841, 0,0,0,0,   -4,   -2,    1,    1
     856, 0,0,0,0,   -4,   -1,    2,    1
     871, 0,0,0,0,   -4,   -9,    3,    2
     887, 0,0,0,0,   -3,    1,   -4,    1
     902, 0,0,0,0,   -4,   -9,   -3,    2
     919, 0,0,0,0,   -4,   -4,    2,   -2
     935, 0,0,0,0,   -5,   -2,    2,   -3
     950, 0,0,0,0,   -3,   -8,    2,   -3
     966, 0,0,0,0,   -4,   -6,    1,   -2
     982, 0,0,0,0,   -4,   -5,    2,   -2
     997, 0,0,0,0,   -5,   -2,    1,   -3
    1013, 0,0,0,0,   -4,    0,    0,   -2
    1030, 0,0,0,0,   -4,   -9,   -4,    3
    1044, 0,0,0,0,   -4,   -2,    2,    1
    1060, 0,0,0,0,   -4,   -3,    2,   -2
    1079, 0,0,0,0,   -4,   -9,   -4,   -2
    1091, 0,0,0,0,   -3,   -8,    3,   -3
    1107, 0,0,0,0,   -3,    0,    1,    1
    1123, 0,0,0,0,   -4,   -8,    2,   -2
    1139, 0,0,0,0,   -3,   -9,   -4,    1
    1155, 0,0,0,0,   -4,   -1,    1,   -2
    1171, 0,0,0,0,   -3,    0,   -4,    1
    1186, 0,0,0,0,   -4,   -1,    2,    1
    1202, 0,0,0,0,   -4,   -2,    2,    0
    1218, 0,0,0,0,   -4,   -9,   -2,   -2
    1233, 0,0,0,0,   -5,   -3,    2,   -3
    1248, 0,0,0,0,   -4,    0,   -1,   -4
    1263, 0,0,0,0,   -4,   -6,    2,   -5
    1279, 0,0,0,0,   -4,    0,    3,   -4
