      33, 0,0,0,0,   -4,    0,    4,    0
      49, 0,0,0,0,   -4,   -8,    2,   -3
      65, 0,0,0,0,   -4,   -1,    3,    0
      80, 0,0,0,0,   -4,   -9,    2,   -3
      97, 0,0,0,0,   -4,   -2,    2,   -2
     112, 0,0,0,0,   -4,    0,    2,    3
     127, 0,0,0,0,   -4,    0,    1,   -3
     143, 0,0,0,0,   -4,   -3,    2,   -3
     158, 0,0,0,0,   -4,   -4,    2,   -3
     174, 0,0,0,0,   -4,   -2,    2,   -2
     190, 0,0,0,0,   -4,   -1,    2,   -3
     205, 0,0,0,0,   -4,    0,    4,   -4
     220, 0,0,0,0,   -3,   -4,    3,   -4
     235, 0,0,0,0,   -4,    0,    1,    3
     251, 0,0,0,0,   -3,    0,   -2,    1
     266, 0,0,0,0,   -3,   -8,    3,   -4
     282, 0,0,0,0,   -3,    1,    0,    1
     297, 0,0,0,0,   -3,   -6,    3,   -4
     313, 0,0,0,0,   -3,    0,    2,    1
     327, 0,0,0,0,   -3,   -9,   -2,    1
     343, 0,0,0,0,   -4,   -6,    1,   -3
     359, 0,0,0,0,   -4,   -3,    2,   -2
     375, 0,0,0,0,   -3,    0,   -2,    1
     391, 0,0,0,0,   -4,    0,    1,    1
     406, 0,0,0,0,   -4,    0,    0,   -2
     421, 0,0,0,0,   -4,    0,    2,    2
     436, 0,0,0,0,   -6,   -2,    3,   -2
     452, 0,0,0,0,   -4,   -1,    3,    2
     468, 0,0,0,0,   -4,    0,    3,    3
     483, 0,0,0,0,   -6,   -2,    3,   -2
     498, 0,0,0,0,   -4,    0,   -1,    2
     514, 0,0,0,0,   -4,   -4,    3,   -2
     530, 0,0,0,0,   -4,   -8,    2,   -3
     545, 0,0,0,0,   -3,   -9,   -3,   -2
     560, 0,0,0,0,   -4,    0,    3,    3
     575, 0,0,0,0,   -4,   -1,    3,   -2
     591, 0,0,0,0,   -4,   -6,    3,   -2
     607, 0,0,0,0,   -4,    0,    3,    2
     623, 0,0,0,0,   -4,   -9,    3,   -3
     638, 0,0,0,0,   -4,   -1,    3,   -3
     653, 0,0,0,0,   -4,   -6,    2,   -3
     669, 0,0,0,0,   -3,   -4,    2,   -4
     685, 0,0,0,0,   -5,   -2,    1,   -3
     701, 0,0,0,0,   -4,   -9,    3,   -2
     717, 0,0,0,0,   -4,   -6,    3,   -3
     733, 0,0,0,0,   -4,    0,    2,    1
     749, 0,0,0,0,   -4,    0,   -1,    3
     765, 0,0,0,0,   -4,   -4,    2,   -2
     781, 0,0,0,0,   -4,    0,   -1,    3
     796, 0,0,0,0,   -4,   -2,    3,    0
     811, 0,0,0,0,   -4,    0,   -1,   -2
     826, 0,0,0,0,   -4,    0,    1,   -2
     841, 0,0,0,0,   -4,   -1,    1,    2
     857, 0,0,0,0,   -4,   -2,    2,    1
     873, 0,0,0,0,   -4,    0,    3,    3
     889, 0,0,0,0,   -4,   -9,    2,   -2
     905, 0,0,0,0,   -4,   -6,    3,   -2
     920, 0,0,0,0,   -4,    0,    3,    3
     935, 0,0,0,0,   -4,   -9,    3,   -3
     951, 0,0,0,0,   -3,    0,   -2,    1
     966, 0,0,0,0,   -4,    1,    3,    2
     982, 0,0,0,0,   -5,   -2,    3,   -2
     997, 0,0,0,0,   -4,   -4,    3,   -3
    1013, 0,0,0,0,   -3,   -3,    2,   -4
    1030, 0,0,0,0,   -4,   -1,    2,    0
