      18, 0,0,0,0,   -4,   -7,   -5,    3
      33, 0,0,0,0,   -4,    0,   -4,    3
      49, 0,0,0,0,   -4,   -9,   -5,    2
      65, 0,0,0,0,   -4,   -9,   -5,    2
      81, 0,0,0,0,   -4,   -2,   -6,    2
      96, 0,0,0,0,   -3,   -9,   -5,    2
     111, 0,0,0,0,   -4,   -9,   -5,    3
     126, 0,0,0,0,   -5,   -2,   -5,   -1
     142, 0,0,0,0,   -3,   -8,   -6,    1
     157, 0,0,0,0,   -4,   -9,   -4,    2
     172, 0,0,0,0,   -3,   -4,   -5,    2
     187, 0,0,0,0,   -4,   -9,   -5,    3
     202, 0,0,0,0,   -3,   -9,   -5,    1
     218, 0,0,0,0,   -3,   -6,   -5,    2
     234, 0,0,0,0,   -3,   -9,   -5,    1
     249, 0,0,0,0,   -6,   -3,   -4,    0
     264, 0,0,0,0,   -4,   -9,   -6,    3
     280, 0,0,0,0,   -4,   -8,   -5,    2
     295, 0,0,0,0,   -4,   -8,   -5,    2
     310, 0,0,0,0,   -4,   -9,   -6,    3
     326, 0,0,0,0,   -3,    0,   -6,    1
     342, 0,0,0,0,   -4,   -9,   -7,    3
     358, 0,0,0,0,   -4,   -9,   -4,    2
     373, 0,0,0,0,   -4,   -9,   -4,    2
     389, 0,0,0,0,   -4,   -8,   -5,    1
     406, 0,0,0,0,   -4,    0,   -5,    1
     420, 0,0,0,0,   -4,   -9,   -4,    2
     436, 0,0,0,0,   -4,   -1,   -4,    2
     452, 0,0,0,0,   -4,   -6,   -5,    2
     468, 0,0,0,0,   -4,   -9,   -5,    2
     483, 0,0,0,0,   -4,   -9,   -6,    2
     498, 0,0,0,0,   -3,   -9,   -6,    3
     516, 0,0,0,0,   -4,   -9,   -5,    1
     530, 0,0,0,0,   -3,    0,   -6,    1
     545, 0,0,0,0,   -6,   -2,   -3,    0
     561, 0,0,0,0,   -4,   -5,   -4,    3
     577, 0,0,0,0,   -4,   -8,   -4,    2
     592, 0,0,0,0,   -4,   -9,   -4,    2
     607, 0,0,0,0,   -4,   -9,   -4,    2
     622, 0,0,0,0,   -4,  -10,   -5,    2
     638, 0,0,0,0,   -3,   -9,   -4,    1
     654, 0,0,0,0,   -3,   -9,   -4,    1
     669, 0,0,0,0,   -4,   -4,   -1,   -2
     685, 0,0,0,0,   -3,   -8,   -4,    1
     701, 0,0,0,0,   -4,   -9,   -4,    2
     717, 0,0,0,0,   -4,   -5,   -6,    0
     733, 0,0,0,0,   -3,   -3,   -6,   -2
     748, 0,0,0,0,   -3,   -9,   -4,    1
     764, 0,0,0,0,   -3,   -8,   -4,    1
     780, 0,0,0,0,   -3,   -8,   -5,    1
     795, 0,0,0,0,   -4,   -9,   -5,    2
     811, 0,0,0,0,   -4,    0,   -5,    2
     826, 0,0,0,0,   -3,   -4,   -4,    0
     841, 0,0,0,0,   -3,   -8,   -5,    1
     856, 0,0,0,0,   -4,   -9,   -5,    2
     872, 0,0,0,0,   -4,   -9,   -5,   -4
     887, 0,0,0,0,   -4,   -9,   -6,   -3
     902, 0,0,0,0,   -3,    0,   -6,    2
     918, 0,0,0,0,   -3,   -9,   -6,   -3
     933, 0,0,0,0,   -4,   -1,   -6,    2
     949, 0,0,0,0,   -4,   -9,   -5,    3
     964, 0,0,0,0,   -4,   -8,   -4,    3
     980, 0,0,0,0,   -3,   -9,   -5,    3
     995, 0,0,0,0,   -4,   -9,   -6,   -1
    1011, 0,0,0,0,   -3,   -9,   -6,    3
    1027, 0,0,0,0,   -4,   -8,   -4,    3
    1042, 0,0,0,0,   -4,   -1,   -6,    3
    1057, 0,0,0,0,   -4,   -8,   -4,    3
    1072, 0,0,0,0,   -4,   -9,   -6,    4
    1089, 0,0,0,0,   -3,   -8,   -4,    3
    1103, 0,0,0,0,   -4,   -8,   -5,    3
    1119, 0,0,0,0,   -4,   -2,   -6,    2
    1135, 0,0,0,0,   -3,   -8,   -4,    3
    1150, 0,0,0,0,   -3,   -4,   -4,   -2
    1166, 0,0,0,0,   -3,   -9,   -5,    3
    1181, 0,0,0,0,   -4,   -9,   -5,    4
    1198, 0,0,0,0,   -3,   -1,   -5,    2
    1213, 0,0,0,0,   -3,   -8,   -4,    3
    1228, 0,0,0,0,   -4,   -9,   -5,   -2
    1244, 0,0,0,0,   -4,   -9,   -6,    3
    1260, 0,0,0,0,   -4,   -4,   -3,   -1
    1275, 0,0,0,0,   -4,  -10,   -4,    4
    1290, 0,0,0,0,   -4,   -9,   -6,    3
    1306, 0,0,0,0,   -4,  -10,   -4,    4
    1321, 0,0,0,0,   -4,   -9,   -6,    4
    1336, 0,0,0,0,   -3,   -6,   -6,   -2
    1351, 0,0,0,0,   -4,   -3,    2,   40
    1367, 0,0,0,0,   -4,   -9,   -7,  127
    1382, 0,0,0,0,   -3,   -6,   -8,  127
    1397, 0,0,0,0,   -3,    0,    3,  127
    1414, 0,0,0,0,   -4,   -9,    7,  127
    1430, 0,0,0,0,   -4,    1,   11,  127
    1445, 0,0,0,0,   -3,    1,   18,  127
    1460, 0,0,0,0,   -4,    0,   21,  127
    1476, 0,0,0,0,   -3,    1,   20,  102
    1492, 0,0,0,0,   -3,    0,   21,   35
    1508, 0,0,0,0,   -4,   -8,    7,    6
    1524, 0,0,0,0,   -3,    0,   -2,    4
    1539, 0,0,0,0,   -3,    0,    1,    4
    1555, 0,0,0,0,   -3,   -4,    3,   10
    1571, 0,0,0,0,   -3,    0,    1,   16
    1587, 0,0,0,0,   -4,   -2,   -3,   41
    1603, 0,0,0,0,   -3,   -9,  -11,   49
    1617, 0,0,0,0,   -4,   -3,  -11,   81
    1636, 0,0,0,0,   -4,  -10,  -35,  127
    1648, 0,0,0,0,   -4,   -9,  -35,  127
    1664, 0,0,0,0,   -4,   -7,  -35,  127
    1680, 0,0,0,0,   -4,  -10,  -36,  127
    1695, 0,0,0,0,   -4,  -10,  -36,  127
